	AA2	gene_name	geneID	identity	EGGNOG	annotation	COG	COG1	COG2	ref	type
39	9	D503_BL_06_NODE_5_length_111481_cov_19348_19891_45	30.5	98.37955555555556	COG1669	hydrolase activity, acting on ester bonds	V	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
40	9	D503_BL_06_NODE_5_length_111481_cov_19348_19891_46	31.5	98.67333333333333	33D6A	Nucleotidyltransferase substrate binding protein like	H	METABOLISM	   Coenzyme transport and metabolism	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
41	17	D503_BL_06_NODE_5_length_111481_cov_19348_19891_47	32.5	85.72588235294117	COG3934	Belongs to the glycosyl hydrolase 5 (cellulase A) family	G	METABOLISM	   Carbohydrate transport and metabolism	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
42	8	D503_BL_06_NODE_5_length_111481_cov_19348_19891_48	33.5	98.88050000000001	3228D		S	POORLY CHARACTERIZED	     Function unknown	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
43	20	D503_BL_06_NODE_5_length_111481_cov_19348_19891_49	34.5	53.50415	COG1309	transcriptional regulator	K	INFORMATION STORAGE AND PROCESSING	Transcription	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
44	35	D503_BL_06_NODE_5_length_111481_cov_19348_19891_5	-9.5	77.41214285714284	COG0410	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
45	6	D503_BL_06_NODE_5_length_111481_cov_19348_19891_50	35.5	99.8165	COG2807	transmembrane transport	P	METABOLISM	   Inorganic ion transport and metabolism	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
46	13	D503_BL_06_NODE_5_length_111481_cov_19348_19891_51	36.5	65.38461538461539	COG2936	dipeptidyl-peptidase activity	V	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
47	37	D503_BL_06_NODE_5_length_111481_cov_19348_19891_6	-8.5	99.49689189189188	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
48	37	D503_BL_06_NODE_5_length_111481_cov_19348_19891_7	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
49	37	D503_BL_06_NODE_5_length_111481_cov_19348_19891_8	-6.5	99.64	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
50	37	D503_BL_06_NODE_5_length_111481_cov_19348_19891_9	-5.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	D503_BL_06_NODE_5_length_111481_cov_19348_19891	Others
0	8	D549_BL_07_NODE_2_length_343373_cov_215287_215442_1	35.5	100.0	COG1765	OsmC-like protein	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
1	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_10	26.5	90.34309374999995	COG2170	ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
2	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_11	25.5	97.30087500000002	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
3	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_12	24.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
4	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_13	23.5	99.69231250000004	COG1327	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	K	INFORMATION STORAGE AND PROCESSING	Transcription	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
5	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_14	22.5	98.57790624999996	COG1570	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
6	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_15	21.5	99.01	COG1722	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
7	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_16	20.5	98.64281249999999	COG2249	NAD(P)H dehydrogenase (quinone) activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
8	39	D549_BL_07_NODE_2_length_343373_cov_215287_215442_17	19.5	89.0540769230769	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
9	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_18	18.5	99.13084374999995	COG1970	mechanosensitive ion channel activity	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
10	34	D549_BL_07_NODE_2_length_343373_cov_215287_215442_19	17.5	96.71764705882352	COG3613	nucleoside 2-deoxyribosyltransferase	F	METABOLISM	   Nucleotide transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
11	25	D549_BL_07_NODE_2_length_343373_cov_215287_215442_2	34.5	57.530440000000006	COG0154	amidase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
12	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_20	16.5	99.6741875	COG0454	-acetyltransferase	K	INFORMATION STORAGE AND PROCESSING	Transcription	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
13	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_21	15.5	99.23346874999999	COG3021	interspecies interaction between organisms	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
14	35	D549_BL_07_NODE_2_length_343373_cov_215287_215442_22	14.5	93.57060000000001	COG0248	Ppx GppA phosphatase	P	METABOLISM	   Inorganic ion transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
15	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_23	13.5	99.90684374999995	COG0436	Aminotransferase	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
16	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_24	12.5	99.14484374999999	COG0673	inositol 2-dehydrogenase activity	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
17	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_25	11.5	99.36403124999998	COG3727	T/G mismatch-specific endonuclease activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
18	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_26	10.5	98.86581249999998	COG1247	-acetyltransferase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
19	34	D549_BL_07_NODE_2_length_343373_cov_215287_215442_27	9.5	96.18341176470588	COG0701	Predicted permease	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
20	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_28	8.5	99.85215625	COG0553	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
21	36	D549_BL_07_NODE_2_length_343373_cov_215287_215442_29	7.5	99.84666666666668	COG2378	regulation of single-species biofilm formation	K	INFORMATION STORAGE AND PROCESSING	Transcription	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
22	15	D549_BL_07_NODE_2_length_343373_cov_215287_215442_3	33.5	69.31213333333332	COG0388	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
23	36	D549_BL_07_NODE_2_length_343373_cov_215287_215442_30	6.5	99.72230555555551	COG2171	N-acyltransferase activity	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
24	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_31	5.5	99.96056756756757	COG0372	Belongs to the citrate synthase family	C	METABOLISM	   Energy production and conversion	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
25	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_32	4.5	100.0	COG0024	Methionine aminopeptidase	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
26	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_33	3.5	99.85121621621622	COG3247	response to pH	U	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
27	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_34	2.5	99.67767567567564	COG3590	peptidase	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
28	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_35	1.5	99.44316216216218	COG0629	single-stranded DNA binding	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
29	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_36	0.5	99.94551351351353	COG0442	prolyl-tRNA aminoacylation	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
30	39	D549_BL_07_NODE_2_length_343373_cov_215287_215442_37	-0.5	100.0	COG3512	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Cas genes
31	39	D549_BL_07_NODE_2_length_343373_cov_215287_215442_38	-1.5	100.0	COG1518	maintenance of DNA repeat elements	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Cas genes
32	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_39	-2.5	99.88627027027027	COG3513	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Cas genes
33	22	D549_BL_07_NODE_2_length_343373_cov_215287_215442_4	32.5	57.042227272727295	COG0687	Required for the activity of the bacterial periplasmic transport system of putrescine	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
34	38	D549_BL_07_NODE_2_length_343373_cov_215287_215442_40	-3.5	99.34907894736843	COG0507	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
35	38	D549_BL_07_NODE_2_length_343373_cov_215287_215442_41	-4.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
36	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_42	-5.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
37	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_43	-6.5	99.12216216216214	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
38	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_44	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
39	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_45	-8.5	99.49689189189188	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
40	35	D549_BL_07_NODE_2_length_343373_cov_215287_215442_46	-9.5	77.41214285714284	COG0410	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
41	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_47	-10.5	74.41127027027025	COG0411	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
42	35	D549_BL_07_NODE_2_length_343373_cov_215287_215442_48	-11.5	79.39102857142855	COG4177	L-phenylalanine transmembrane transporter activity	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
43	37	D549_BL_07_NODE_2_length_343373_cov_215287_215442_49	-12.5	76.15654054054056	COG0559	Belongs to the binding-protein-dependent transport system permease family	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
44	32	D549_BL_07_NODE_2_length_343373_cov_215287_215442_5	31.5	42.73743750000004	COG0657	acetylesterase activity	I	METABOLISM	   Lipid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
45	35	D549_BL_07_NODE_2_length_343373_cov_215287_215442_50	-13.5	76.04451428571427	COG0683	leucine binding	E	METABOLISM	   Amino acid transport and metabolism	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
46	35	D549_BL_07_NODE_2_length_343373_cov_215287_215442_51	-14.5	92.24497142857138	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
47	35	D549_BL_07_NODE_2_length_343373_cov_215287_215442_52	-15.5	99.67745714285714	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	D549_BL_07_NODE_2_length_343373_cov_215287_215442	Others
